created_at,entry_id,field1,field2
2021-07-05 07:35:12 UTC,11194121,0.000000,0.000000
2021-07-05 07:35:28 UTC,11194122,0.000000,1.000000
2021-07-05 07:35:44 UTC,11194123,1.000000,2.000000
2021-07-05 07:35:59 UTC,11194124,0.000000,0.000000
2021-07-05 07:36:15 UTC,11194125,0.000000,0.000000
2021-07-05 07:36:31 UTC,11194126,0.000000,0.000000
2021-07-05 07:36:46 UTC,11194127,0.000000,0.000000
2021-07-05 07:37:02 UTC,11194128,0.000000,0.000000
2021-07-05 07:37:18 UTC,11194129,0.000000,0.000000
2021-07-05 07:37:34 UTC,11194130,0.000000,1.000000
2021-07-05 07:37:50 UTC,11194131,0.000000,0.000000
2021-07-05 07:38:06 UTC,11194132,0.000000,1.000000
2021-07-05 07:38:21 UTC,11194133,0.000000,0.000000
2021-07-05 07:38:37 UTC,11194134,0.000000,0.000000
2021-07-05 07:38:53 UTC,11194135,0.000000,0.000000
2021-07-05 07:39:08 UTC,11194136,0.000000,0.000000
2021-07-05 07:39:24 UTC,11194137,0.000000,0.000000
2021-07-05 07:39:39 UTC,11194138,0.000000,0.000000
2021-07-05 07:39:54 UTC,11194139,0.000000,0.000000
2021-07-05 07:40:10 UTC,11194140,0.000000,0.000000
2021-07-05 07:40:26 UTC,11194141,0.000000,0.000000
2021-07-05 07:40:41 UTC,11194142,2.000000,0.000000
2021-07-05 07:40:57 UTC,11194143,3.000000,0.000000
2021-07-05 07:41:12 UTC,11194144,0.000000,3.000000
2021-07-05 07:41:28 UTC,11194145,0.000000,0.000000
2021-07-05 07:41:43 UTC,11194146,1.000000,0.000000
2021-07-05 07:41:59 UTC,11194147,0.000000,0.000000
2021-07-05 07:42:14 UTC,11194148,2.000000,2.000000
2021-07-05 07:42:30 UTC,11194149,0.000000,0.000000
2021-07-05 07:42:46 UTC,11194150,0.000000,0.000000
2021-07-05 07:43:02 UTC,11194151,1.000000,0.000000
2021-07-05 07:43:17 UTC,11194152,2.000000,0.000000
2021-07-05 07:43:33 UTC,11194153,0.000000,0.000000
2021-07-05 07:43:48 UTC,11194154,1.000000,1.000000
